enc_class	enc_method	exp	kind	class	method	param	index	uri
com.andreev.parking.logic.ParkingList#$@$#getInstence()#$@$#com.andreev.parking.logic.ParkingList$ParkingListHolder.PARKING_LIST#$@$#FIELD	com.andreev.parking.logic.ParkingList$ParkingListHolder	null	PARKING_LIST	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/ParkingList.java
com.andreev.parking.model.Car#$@$#leave(com.andreev.parking.model.IParking,com.andreev.parking.model.ParkingPlace)#$@$#place#$@$#PARAMETER	com.andreev.parking.model.Car	leave(com.andreev.parking.model.IParking,com.andreev.parking.model.ParkingPlace)	place	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/Car.java
com.andreev.parking.model.Car#$@$#toString()#$@$#sb.append#$@$#METHOD	java.lang.StringBuilder	append(java.lang.String)	null	null	null
com.andreev.parking.model.Car#$@$#toString()#$@$#getClass().getSimpleName#$@$#METHOD	java.lang.Class	getSimpleName()	null	null	null
com.andreev.parking.model.Car#$@$#toString()#$@$#getClass#$@$#METHOD	java.lang.Object	getClass()	null	null	null
com.andreev.parking.model.Car#$@$#toString()#$@$#sb.append#$@$#METHOD	java.lang.StringBuilder	append(java.lang.String)	null	null	null
com.andreev.parking.model.Car#$@$#toString()#$@$#getId#$@$#METHOD	com.andreev.parking.model.Car	getId()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/Car.java
com.andreev.parking.model.Car#$@$#toString()#$@$#sb.toString#$@$#METHOD	java.lang.StringBuilder	toString()	null	null	null
com.andreev.parking.logic.generator.ParkingPlaceGenerator#$@$#generateParkingPlace()#$@$#parkingPlaceFactory.newParkingPlace#$@$#METHOD	com.andreev.parking.model.factory.ParkingPlaceFactory	newParkingPlace(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/factory/ParkingPlaceFactory.java
com.andreev.parking.logic.generator.ParkingPlaceGenerator#$@$#generateParkingPlace()#$@$#parkingPlaceFactory#$@$#FIELD	com.andreev.parking.logic.generator.ParkingPlaceGenerator	null	parkingPlaceFactory	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingPlaceGenerator.java
com.andreev.parking.logic.generator.ParkingPlaceGenerator#$@$#generateParkingPlace()#$@$#generateId#$@$#METHOD	com.andreev.parking.logic.generator.ParkingPlaceGenerator	generateId()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingPlaceGenerator.java
com.andreev.parking.logic.generator.ParkingPlaceGenerator#$@$#generateId()#$@$#com.andreev.parking.logic.generator.ParkingPlaceGenerator.idCount#$@$#FIELD	com.andreev.parking.logic.generator.ParkingPlaceGenerator	null	idCount	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingPlaceGenerator.java
com.andreev.parking.model.factory.ParkingPlaceFactory#$@$#newParkingPlace(int)#$@$#place.setId#$@$#METHOD	com.andreev.parking.model.ParkingPlace	setId(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/ParkingPlace.java
com.andreev.parking.model.factory.ParkingPlaceFactory#$@$#newParkingPlace(int)#$@$#id#$@$#PARAMETER	com.andreev.parking.model.factory.ParkingPlaceFactory	newParkingPlace(int)	id	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/factory/ParkingPlaceFactory.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCar(int,int)#$@$#carFactory.newCar#$@$#METHOD	com.andreev.parking.model.factory.CarFactory	newCar(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/factory/CarFactory.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCar(int,int)#$@$#carFactory#$@$#FIELD	com.andreev.parking.logic.generator.CarGenerator	null	carFactory	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCar(int,int)#$@$#generateId#$@$#METHOD	com.andreev.parking.logic.generator.CarGenerator	generateId()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCar(int,int)#$@$#car.setParkings#$@$#METHOD	com.andreev.parking.model.Car	setParkings(java.lang.Iterable)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/Car.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCar(int,int)#$@$#getParkings#$@$#METHOD	com.andreev.parking.logic.generator.CarGenerator	getParkings()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCar(int,int)#$@$#car.setMaxWaitTimeMillis#$@$#METHOD	com.andreev.parking.model.Car	setMaxWaitTimeMillis(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/Car.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCar(int,int)#$@$#generateMaxWaitTime#$@$#METHOD	com.andreev.parking.logic.generator.CarGenerator	generateMaxWaitTime(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCar(int,int)#$@$#maxWaitTime#$@$#PARAMETER	com.andreev.parking.logic.generator.CarGenerator	generateCar(int,int)	maxWaitTime	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCar(int,int)#$@$#car.setParkTimeMillis#$@$#METHOD	com.andreev.parking.model.Car	setParkTimeMillis(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/Car.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCar(int,int)#$@$#generateParkTime#$@$#METHOD	com.andreev.parking.logic.generator.CarGenerator	generateParkTime(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCar(int,int)#$@$#maxParkingTime#$@$#PARAMETER	com.andreev.parking.logic.generator.CarGenerator	generateCar(int,int)	maxParkingTime	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCar()#$@$#generateCar#$@$#METHOD	com.andreev.parking.logic.generator.CarGenerator	generateCar(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCar()#$@$#com.andreev.parking.logic.generator.CarGenerator.MAX_WAIT_TIME_MILLIS#$@$#FIELD	com.andreev.parking.logic.generator.CarGenerator	null	MAX_WAIT_TIME_MILLIS	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCar()#$@$#com.andreev.parking.logic.generator.CarGenerator.MAX_PARKING_TIME_MILLIS#$@$#FIELD	com.andreev.parking.logic.generator.CarGenerator	null	MAX_PARKING_TIME_MILLIS	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCars(int)#$@$#carMaxCount#$@$#PARAMETER	com.andreev.parking.logic.generator.CarGenerator	generateCars(int)	carMaxCount	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCars(int)#$@$#cars.add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCars(int)#$@$#generateCar#$@$#METHOD	com.andreev.parking.logic.generator.CarGenerator	generateCar()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCars(int)#$@$#LOG.info#$@$#METHOD	org.apache.log4j.Category	info(java.lang.Object)	null	null	null
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCars(int)#$@$#com.andreev.parking.logic.generator.CarGenerator.LOG#$@$#FIELD	com.andreev.parking.logic.generator.CarGenerator	null	LOG	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCars(int)#$@$#carMaxCount#$@$#PARAMETER	com.andreev.parking.logic.generator.CarGenerator	generateCars(int)	carMaxCount	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCars()#$@$#generateCars#$@$#METHOD	com.andreev.parking.logic.generator.CarGenerator	generateCars(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateCars()#$@$#com.andreev.parking.logic.generator.CarGenerator.MAX_CAR_COUNT#$@$#FIELD	com.andreev.parking.logic.generator.CarGenerator	null	MAX_CAR_COUNT	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateId()#$@$#com.andreev.parking.logic.generator.CarGenerator.idCount#$@$#FIELD	com.andreev.parking.logic.generator.CarGenerator	null	idCount	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#getParkings()#$@$#ParkingList.getInstence#$@$#METHOD	com.andreev.parking.logic.ParkingList	getInstence()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/ParkingList.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateMaxWaitTime(int)#$@$#RANDOM.nextInt#$@$#METHOD	java.util.Random	nextInt(int)	null	null	null
com.andreev.parking.logic.generator.CarGenerator#$@$#generateMaxWaitTime(int)#$@$#com.andreev.parking.logic.generator.CarGenerator.RANDOM#$@$#FIELD	com.andreev.parking.logic.generator.CarGenerator	null	RANDOM	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateMaxWaitTime(int)#$@$#maxWaitTime#$@$#PARAMETER	com.andreev.parking.logic.generator.CarGenerator	generateMaxWaitTime(int)	maxWaitTime	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateParkTime(int)#$@$#RANDOM.nextInt#$@$#METHOD	java.util.Random	nextInt(int)	null	null	null
com.andreev.parking.logic.generator.CarGenerator#$@$#generateParkTime(int)#$@$#com.andreev.parking.logic.generator.CarGenerator.RANDOM#$@$#FIELD	com.andreev.parking.logic.generator.CarGenerator	null	RANDOM	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.logic.generator.CarGenerator#$@$#generateParkTime(int)#$@$#maxParkingTime#$@$#PARAMETER	com.andreev.parking.logic.generator.CarGenerator	generateParkTime(int)	maxParkingTime	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/CarGenerator.java
com.andreev.parking.model.factory.CarFactory#$@$#newCar(int)#$@$#car.setId#$@$#METHOD	com.andreev.parking.model.Car	setId(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/Car.java
com.andreev.parking.model.factory.CarFactory#$@$#newCar(int)#$@$#id#$@$#PARAMETER	com.andreev.parking.model.factory.CarFactory	newCar(int)	id	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/factory/CarFactory.java
com.andreev.parking.logic.generator.ParkingPlacePoolGenerator#$@$#generateParkingPlacePool(int)#$@$#generatePlaceCount#$@$#METHOD	com.andreev.parking.logic.generator.ParkingPlacePoolGenerator	generatePlaceCount(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingPlacePoolGenerator.java
com.andreev.parking.logic.generator.ParkingPlacePoolGenerator#$@$#generateParkingPlacePool(int)#$@$#maxPlacesCount#$@$#PARAMETER	com.andreev.parking.logic.generator.ParkingPlacePoolGenerator	generateParkingPlacePool(int)	maxPlacesCount	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingPlacePoolGenerator.java
com.andreev.parking.logic.generator.ParkingPlacePoolGenerator#$@$#generateParkingPlacePool(int)#$@$#places.add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.andreev.parking.logic.generator.ParkingPlacePoolGenerator#$@$#generateParkingPlacePool(int)#$@$#parkingPlaceGenerator.generateParkingPlace#$@$#METHOD	com.andreev.parking.logic.generator.ParkingPlaceGenerator	generateParkingPlace()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingPlaceGenerator.java
com.andreev.parking.logic.generator.ParkingPlacePoolGenerator#$@$#generateParkingPlacePool(int)#$@$#parkingPlaceGenerator#$@$#FIELD	com.andreev.parking.logic.generator.ParkingPlacePoolGenerator	null	parkingPlaceGenerator	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingPlacePoolGenerator.java
com.andreev.parking.logic.generator.ParkingPlacePoolGenerator#$@$#generateParkingPlacePool(int)#$@$#parkingPlacePoolFactory.newParkingPlacePool#$@$#METHOD	com.andreev.parking.model.factory.ParkingPlacePoolFactory	newParkingPlacePool(java.util.List)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/factory/ParkingPlacePoolFactory.java
com.andreev.parking.logic.generator.ParkingPlacePoolGenerator#$@$#generateParkingPlacePool(int)#$@$#parkingPlacePoolFactory#$@$#FIELD	com.andreev.parking.logic.generator.ParkingPlacePoolGenerator	null	parkingPlacePoolFactory	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingPlacePoolGenerator.java
com.andreev.parking.logic.generator.ParkingPlacePoolGenerator#$@$#generateParkingPlacePool(int)#$@$#LOG.info#$@$#METHOD	org.apache.log4j.Category	info(java.lang.Object)	null	null	null
com.andreev.parking.logic.generator.ParkingPlacePoolGenerator#$@$#generateParkingPlacePool(int)#$@$#com.andreev.parking.logic.generator.ParkingPlacePoolGenerator.LOG#$@$#FIELD	com.andreev.parking.logic.generator.ParkingPlacePoolGenerator	null	LOG	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingPlacePoolGenerator.java
com.andreev.parking.logic.generator.ParkingPlacePoolGenerator#$@$#generateParkingPlacePool(int)#$@$#maxPlacesCount#$@$#PARAMETER	com.andreev.parking.logic.generator.ParkingPlacePoolGenerator	generateParkingPlacePool(int)	maxPlacesCount	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingPlacePoolGenerator.java
com.andreev.parking.logic.generator.ParkingPlacePoolGenerator#$@$#generateParkingPlacePool()#$@$#generateParkingPlacePool#$@$#METHOD	com.andreev.parking.logic.generator.ParkingPlacePoolGenerator	generateParkingPlacePool(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingPlacePoolGenerator.java
com.andreev.parking.logic.generator.ParkingPlacePoolGenerator#$@$#generateParkingPlacePool()#$@$#com.andreev.parking.logic.generator.ParkingPlacePoolGenerator.MAX_PLACES_COUNT#$@$#FIELD	com.andreev.parking.logic.generator.ParkingPlacePoolGenerator	null	MAX_PLACES_COUNT	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingPlacePoolGenerator.java
com.andreev.parking.logic.generator.ParkingPlacePoolGenerator#$@$#generatePlaceCount(int)#$@$#RANDOM.nextInt#$@$#METHOD	java.util.Random	nextInt(int)	null	null	null
com.andreev.parking.logic.generator.ParkingPlacePoolGenerator#$@$#generatePlaceCount(int)#$@$#com.andreev.parking.logic.generator.ParkingPlacePoolGenerator.RANDOM#$@$#FIELD	com.andreev.parking.logic.generator.ParkingPlacePoolGenerator	null	RANDOM	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingPlacePoolGenerator.java
com.andreev.parking.logic.generator.ParkingPlacePoolGenerator#$@$#generatePlaceCount(int)#$@$#maxCount#$@$#PARAMETER	com.andreev.parking.logic.generator.ParkingPlacePoolGenerator	generatePlaceCount(int)	maxCount	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingPlacePoolGenerator.java
com.andreev.parking.model.factory.ParkingPlacePoolFactory#$@$#newParkingPlacePool(java.util.List)#$@$#places#$@$#PARAMETER	com.andreev.parking.model.factory.ParkingPlacePoolFactory	newParkingPlacePool(java.util.List)	places	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/factory/ParkingPlacePoolFactory.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParking(int)#$@$#parkingFactory.newParking#$@$#METHOD	com.andreev.parking.model.factory.ParkingFactory	newParking(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/factory/ParkingFactory.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParking(int)#$@$#parkingFactory#$@$#FIELD	com.andreev.parking.logic.generator.ParkingGenerator	null	parkingFactory	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingGenerator.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParking(int)#$@$#generateId#$@$#METHOD	com.andreev.parking.logic.generator.ParkingGenerator	generateId()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingGenerator.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParking(int)#$@$#parking.setPlacePool#$@$#METHOD	com.andreev.parking.model.Parking	setPlacePool(com.andreev.parking.model.ParkingPlacePool)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/model/Parking.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParking(int)#$@$#generator.generateParkingPlacePool#$@$#METHOD	com.andreev.parking.logic.generator.ParkingPlacePoolGenerator	generateParkingPlacePool(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingPlacePoolGenerator.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParking(int)#$@$#generator#$@$#FIELD	com.andreev.parking.logic.generator.ParkingGenerator	null	generator	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingGenerator.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParking(int)#$@$#placePoolSize#$@$#PARAMETER	com.andreev.parking.logic.generator.ParkingGenerator	generateParking(int)	placePoolSize	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingGenerator.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParking()#$@$#generateParking#$@$#METHOD	com.andreev.parking.logic.generator.ParkingGenerator	generateParking(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingGenerator.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParking()#$@$#com.andreev.parking.logic.generator.ParkingGenerator.MAX_PLACES_COUNT#$@$#FIELD	com.andreev.parking.logic.generator.ParkingGenerator	null	MAX_PLACES_COUNT	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingGenerator.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParkingList(int,int)#$@$#listSize#$@$#PARAMETER	com.andreev.parking.logic.generator.ParkingGenerator	generateParkingList(int,int)	listSize	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlaf0069908d_AlexanderAndreev_Parking_tgz-pJ8-com_andreev_parking_controller_RunnerJ8/src/com/andreev/parking/logic/generator/ParkingGenerator.java
com.andreev.parking.logic.generator.ParkingGenerator#$@$#generateParkingList(int,int)#$@$#parkings.add#$@$#METHOD	java.util.List	add(E)	null	null	null
