enc_class	enc_method	exp	kind	class	method	param	index	uri
net.katsuster.ememu.ui.Main#$@$#usage(java.lang.String[])#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQsub(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQsub(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst.satisfiesCond#$@$#METHOD	net.katsuster.ememu.arm.core.InstructionARM	satisfiesCond(net.katsuster.ememu.arm.core.PSR)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQsub(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeQsub(net.katsuster.ememu.arm.core.InstructionARM,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQsub(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getCPSR#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageARMv5	getCPSR()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst.getRnField#$@$#METHOD	net.katsuster.ememu.arm.core.InstructionARM	getRnField()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst.getRdField#$@$#METHOD	net.katsuster.ememu.arm.core.InstructionARM	getRdField()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst.getRmField#$@$#METHOD	net.katsuster.ememu.arm.core.InstructionARM	getRmField()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#printDisasm#$@$#METHOD	net.katsuster.ememu.generic.Stage	printDisasm(net.katsuster.ememu.generic.Instruction,java.lang.String,java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst.getCondFieldName#$@$#METHOD	net.katsuster.ememu.arm.core.InstructionARM	getCondFieldName()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst.satisfiesCond#$@$#METHOD	net.katsuster.ememu.arm.core.InstructionARM	satisfiesCond(net.katsuster.ememu.arm.core.PSR)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeQadd(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getCPSR#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageARMv5	getCPSR()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeBkpt(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst.getField#$@$#METHOD	net.katsuster.ememu.generic.Instruction	getField(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Instruction.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeBkpt(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeBkpt(net.katsuster.ememu.arm.core.InstructionARM,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeBkpt(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst.getField#$@$#METHOD	net.katsuster.ememu.generic.Instruction	getField(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Instruction.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeBkpt(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeBkpt(net.katsuster.ememu.arm.core.InstructionARM,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeBkpt(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeBkpt(net.katsuster.ememu.arm.core.InstructionARM,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeBkpt(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#printDisasm#$@$#METHOD	net.katsuster.ememu.generic.Stage	printDisasm(net.katsuster.ememu.generic.Instruction,java.lang.String,java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeBkpt(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeBkpt(net.katsuster.ememu.arm.core.InstructionARM,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeBkpt(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeBkpt(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst.getRnField#$@$#METHOD	net.katsuster.ememu.arm.core.InstructionARM	getRnField()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst.getRdField#$@$#METHOD	net.katsuster.ememu.arm.core.InstructionARM	getRdField()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst.getRmField#$@$#METHOD	net.katsuster.ememu.arm.core.InstructionARM	getRmField()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#printDisasm#$@$#METHOD	net.katsuster.ememu.generic.Stage	printDisasm(net.katsuster.ememu.generic.Instruction,java.lang.String,java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst.getCondFieldName#$@$#METHOD	net.katsuster.ememu.arm.core.InstructionARM	getCondFieldName()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst.satisfiesCond#$@$#METHOD	net.katsuster.ememu.arm.core.InstructionARM	satisfiesCond(net.katsuster.ememu.arm.core.PSR)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getCPSR#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageARMv5	getCPSR()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getReg#$@$#METHOD	net.katsuster.ememu.generic.Stage	getReg(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getReg#$@$#METHOD	net.katsuster.ememu.generic.Stage	getReg(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getReg#$@$#METHOD	net.katsuster.ememu.generic.Stage	getReg(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getMMU().translate#$@$#METHOD	net.katsuster.ememu.arm.core.MMUv5	translate(int,int,boolean,boolean,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/MMUv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getMMU#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageARMv5	getMMU()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getCPSR().isPrivMode#$@$#METHOD	net.katsuster.ememu.arm.core.PSR	isPrivMode()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/PSR.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getCPSR#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageARMv5	getCPSR()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getMMU().isFault#$@$#METHOD	net.katsuster.ememu.arm.core.MMUv5	isFault()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/MMUv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getMMU#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageARMv5	getMMU()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getMMU().clearFault#$@$#METHOD	net.katsuster.ememu.arm.core.MMUv5	clearFault()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/MMUv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#executeSwp(net.katsuster.ememu.arm.core.InstructionARM,boolean)#$@$#getMMU#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageARMv5	getMMU()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
